Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Years,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
NCR05,10.1,0,0.059233906,8,197.5084,6,9,2,1,1,2976.1259999999997
NCY17,18.2,0,0.12695078944444446,8,44.1086,7,11,2,1,1,1115.215
FDZ01,8.975,1,0.010498759,3,103.09899999999999,1,26,0,2,1,309.597
FDP31,21.099999999999998,1,0.1616553375,6,65.7168,5,28,1,2,3,2237.0879999999997
FDE57,9.6,0,0.036318911125000006,6,141.0154,1,26,0,2,1,2694.4926
FDZ44,8.185,0,0.04427550310000001,6,116.0808,0,15,2,2,0,234.3616
NCP53,14.75,0,0.032920971375000004,8,236.6906,3,4,1,2,2,3089.9778
NCA06,20.5,0,0.125433611375,9,37.219,7,11,2,1,1,476.04699999999997
FDP22,14.650000000000002,1,0.086892962375,13,51.3666,7,11,2,1,1,1076.5986
FDW37,19.2,0,0.108672501125,3,90.9488,2,6,2,1,1,633.8416
NCS30,5.945,0,0.08967299966666667,9,127.3652,9,14,1,0,1,1549.9824
FDB40,17.5,1,0.0081827315,4,144.2102,6,9,2,1,1,4082.6856
FDC51,10.894999999999998,1,0.009286257666666665,4,122.87299999999999,2,6,2,1,1,3448.844
FDC11,20.5,0,0.14192486637500001,15,89.7172,8,16,2,0,1,1159.8236
FDC59,16.7,1,0.0569810057,15,63.8168,5,28,1,2,3,958.752
FDE14,13.650000000000002,1,0.031474431125,3,99.47,3,4,1,2,2,299.61
NCT41,15.700000000000001,0,0.05451688977777778,8,150.6024,1,26,0,2,1,2428.8384
FDP52,18.7,1,0.060924339,5,229.201,6,9,2,1,1,3215.8140000000003
DRA24,19.349999999999998,1,0.04564641850000001,14,163.8868,0,15,2,2,0,327.5736
FDC40,16.0,1,0.065124471125,4,79.3986,9,14,1,0,1,856.8846
NCA42,6.965000000000002,0,0.02436160988888889,9,159.4604,1,26,0,2,1,3169.208
FDT27,11.394999999999998,1,0.0795528532,10,233.9616,7,11,2,1,1,1406.1696
NCW54,7.5,0,0.08272372542857144,9,56.9588,7,11,2,1,1,744.3644
DRB13,6.115000000000001,1,0.006798638222222221,14,189.253,1,26,0,2,1,3605.3070000000002
FDY02,8.945,1,0.0913836609,4,264.091,4,28,2,0,0,262.991
FDS59,14.799999999999999,1,0.0501794921,1,110.65700000000001,7,11,2,1,1,2966.139
FDR49,8.71,0,0.134310185,3,46.1376,6,9,2,1,1,383.5008
FDY40,15.5,1,0.08092979719999999,5,50.9692,3,4,1,2,2,394.1536
FDL48,19.349999999999998,1,0.08849347400000002,0,48.7034,6,9,2,1,1,534.6374
DRI01,7.97,0,0.029381254,14,173.1422,5,28,1,2,3,5000.8238
FDZ52,19.2,0,0.10764954233333333,5,111.8886,3,4,1,2,2,1667.829
FDK32,16.25,1,0.0474625495,6,152.4682,9,14,1,0,1,2439.4912
FDK51,19.849999999999998,0,0.005048548333333334,4,265.1884,1,26,0,2,1,5034.7796
FDP28,13.650000000000002,1,0.08674445977777778,5,259.6936,6,9,2,1,1,2087.9488
DRZ24,7.534999999999998,0,0.06895387800000001,14,120.844,8,16,2,0,1,2157.192
FDG04,13.099999999999998,0,0.006573542444444445,5,185.1898,4,28,2,0,0,374.1796
FDF58,13.299999999999999,0,0.0093495974,13,64.551,5,28,1,2,3,1201.769
FDI21,5.59,1,0.06088729899999999,13,63.2168,8,16,2,0,1,1725.7536
FDZ43,11.0,1,0.057111673375,6,240.4512,6,9,2,1,1,7028.1848
FDI57,19.849999999999998,0,0.054075948624999995,12,195.0768,9,14,1,0,1,1970.7679999999998
FDV03,17.599999999999998,0,0.062488415555555545,10,153.6314,7,11,2,1,1,5274.4676
FDT12,6.215,1,0.0480399793,0,224.4062,0,15,2,2,0,225.7062
FDF29,15.099999999999998,1,0.021443080888888893,5,128.83100000000002,3,4,1,2,2,1817.634
FDU02,13.349999999999998,0,0.111148894,4,230.6352,1,26,0,2,1,5725.88
FDD23,9.5,1,0.048730861875,15,186.5898,9,14,1,0,1,5238.5144
FDN04,11.799999999999999,1,0.012339624625,5,179.2344,6,9,2,1,1,2141.2128
FDG29,17.599999999999998,0,0.056344334249999996,5,40.3454,6,9,2,1,1,796.9626
FDK51,19.849999999999998,0,0.005048548333333334,4,266.6884,0,15,2,2,0,264.9884
FDB53,13.349999999999998,0,0.13564452955555556,5,147.6392,9,14,1,0,1,1938.8096
DRI23,18.849999999999998,0,0.12017832149999999,7,158.4578,2,6,2,1,1,1444.1202
FDP57,17.5,0,0.050586686555555566,13,102.999,8,16,2,0,1,2992.7709999999997
FDY57,20.2,1,0.12136713775,13,95.3752,2,6,2,1,1,1150.5024
NCT42,5.880000000000001,0,0.026984269777777778,9,149.9392,9,14,1,0,1,1491.392
FDZ21,17.599999999999998,1,0.042190710666666666,13,95.641,5,28,1,2,3,1737.7379999999998
FDC50,15.849999999999998,0,0.14239877090000003,3,94.4094,2,6,2,1,1,1904.1879999999999
FDT40,5.985,0,0.09322491366666667,5,127.3678,7,11,2,1,1,508.6712
FDD50,18.849999999999998,0,0.141774104375,3,170.4132,2,6,2,1,1,4396.9432
DRI23,18.849999999999998,0,0.12017832149999999,7,161.7578,9,14,1,0,1,1604.578
FDQ46,7.509999999999999,0,0.10390969137500002,13,113.5544,2,6,2,1,1,894.8352
NCW06,16.2,0,0.04855856944444444,9,190.8162,6,9,2,1,1,3271.0754
NCX06,17.599999999999998,0,0.017933609599999997,9,182.5976,3,4,1,2,2,1629.8784
NCE19,8.97,0,0.1063353821,9,54.6956,1,26,0,2,1,764.3384
FDI60,7.22,1,0.04122189788888889,0,64.751,1,26,0,2,1,126.50200000000001
FDC47,15.0,0,0.13591714019999998,13,228.1694,4,28,2,0,0,228.3694
FDE02,8.71,0,0.1264403903,3,94.4778,2,6,2,1,1,2628.5784
FDE11,17.7,1,0.12742662800000001,15,186.0924,3,4,1,2,2,3516.7556
FDP11,15.849999999999998,0,0.0789965395,1,217.5166,7,11,2,1,1,653.1498
FDB08,6.055,0,0.02681572833333333,6,160.3578,2,6,2,1,1,2406.867
FDL48,19.349999999999998,1,0.08849347400000002,0,46.8034,5,28,1,2,3,1069.2748
FDH26,19.25,1,0.037623459,3,141.5496,9,14,1,0,1,1976.0944
FDI33,16.5,0,0.028445277875,13,91.0146,7,11,2,1,1,1368.219
FDQ26,13.5,1,0.06545681733333333,4,57.8562,8,16,2,0,1,355.5372
FDN03,9.799999999999999,1,0.0172510214,10,250.9408,4,28,2,0,0,1001.3632
FDO13,7.865000000000001,0,0.06620442366666665,2,164.5526,7,11,2,1,1,1644.526
NCJ29,10.6,0,0.035225694625,8,84.7224,9,14,1,0,1,1619.2256
FDE52,10.394999999999998,1,0.026163558124999996,4,88.9514,5,28,1,2,3,3453.5046
FDA52,16.2,1,0.13391928190000002,5,178.33700000000002,6,9,2,1,1,1411.496
FDF57,14.5,1,0.05724890688888889,6,169.7448,9,14,1,0,1,3238.4512
NCO26,7.235,0,0.08267312011111111,9,116.4492,1,26,0,2,1,2316.984
DRL59,16.75,0,0.02301242333333333,7,55.1298,6,9,2,1,1,1240.3854
FDC60,5.424999999999999,1,0.1308661654,0,88.8514,4,28,2,0,0,265.6542
DRD25,6.134999999999999,0,0.08238455419999999,14,113.286,5,28,1,2,3,2716.4640000000004
FDB26,14.0,1,0.031296609249999996,3,52.56399999999999,6,9,2,1,1,639.168
FDK51,19.849999999999998,0,0.005048548333333334,4,265.8884,8,16,2,0,1,2649.884
FDE53,10.894999999999998,0,0.0307297068,5,106.32799999999999,2,6,2,1,1,852.2239999999999
FDV24,5.634999999999999,0,0.08812433033333332,0,148.205,0,15,2,2,0,449.415
FDI34,10.65,1,0.0923093178888889,13,229.3668,2,6,2,1,1,2303.6679999999997
FDL36,15.099999999999998,0,0.0869703686,0,88.28299999999999,0,15,2,2,0,89.883
NCA54,16.5,0,0.03941513711111111,9,178.7318,8,16,2,0,1,1263.0226
FDI38,13.349999999999998,1,0.014099661666666667,3,208.5638,7,11,2,1,1,2277.7018
FDG31,12.150000000000002,0,0.0395339494,10,63.0826,1,26,0,2,1,322.913
FDA21,13.650000000000002,0,0.031473678500000005,13,186.3924,9,14,1,0,1,1295.6468
FDI09,20.75,1,0.113258036,12,240.28799999999998,9,14,1,0,1,2396.88
FDI20,19.099999999999998,0,0.044086533,6,210.6586,1,26,0,2,1,5487.5236
DRI51,17.25,0,0.040736024888888896,4,171.5764,7,11,2,1,1,4637.9628
DRZ11,8.85,1,0.11276984812500003,14,123.0388,5,28,1,2,3,1981.4208
FDY07,11.799999999999999,0,0.040626524444444444,6,45.9402,5,28,1,2,3,872.8638
FDC58,10.195000000000002,0,0.031510547374999996,13,43.8428,1,26,0,2,1,175.7712
NCC30,16.599999999999998,0,0.02966677122222222,9,176.6344,1,26,0,2,1,1962.7784
FDY03,17.599999999999998,1,0.087023351,10,111.8202,1,26,0,2,1,2025.3636
FDZ44,8.185,0,0.04427550310000001,6,117.1808,8,16,2,0,1,1874.8928
FDP28,13.650000000000002,1,0.08674445977777778,5,261.1936,7,11,2,1,1,2348.9424
DRD15,10.6,0,0.06492975120000001,4,231.9642,9,14,1,0,1,3020.7346
FDL08,10.799999999999999,0,0.043540779249999995,6,243.9144,2,6,2,1,1,4655.2736
FDP25,15.200000000000001,0,0.024244678999999998,3,219.4824,8,16,2,0,1,1747.0592
DRK59,8.894999999999998,0,0.06548453350000001,7,232.9616,7,11,2,1,1,2812.3392
DRJ24,11.799999999999999,0,0.12955926979999996,14,187.0924,6,9,2,1,1,1850.924
FDU33,7.630000000000001,1,0.15400174930000002,13,45.1402,0,15,2,2,0,45.9402
FDX47,6.549999999999999,1,0.039560082499999996,1,157.5288,2,6,2,1,1,1571.2879999999998
FDR46,16.849999999999998,0,0.1453632375,13,144.976,1,26,0,2,1,2783.0440000000003
FDZ56,16.25,0,0.0294228112,6,168.2474,5,28,1,2,3,3200.5006
NCO26,7.235,0,0.08267312011111111,9,116.9492,2,6,2,1,1,2316.984
FDV38,19.25,0,0.11634902790000001,4,55.1956,6,9,2,1,1,491.3604
FDL13,13.849999999999998,1,0.0643840339,2,233.93,0,15,2,2,0,233.03
FDD57,18.099999999999998,0,0.024095101777777777,6,93.6094,1,26,0,2,1,476.04699999999997
FDE46,18.599999999999998,0,0.017098412555555557,13,153.1366,1,26,0,2,1,3173.8686
FDB28,6.615000000000001,0,0.10045407266666666,4,196.3426,0,15,2,2,0,790.9704
FDC41,15.599999999999998,0,0.1336565642,5,77.367,0,15,2,2,0,153.134
DRI23,18.849999999999998,0,0.12017832149999999,7,158.6578,7,11,2,1,1,3369.6138
FDL33,7.235,0,0.09642421699999999,13,197.2452,6,9,2,1,1,2348.9424
FDS03,7.825000000000001,0,0.09103234130000001,10,63.4826,8,16,2,0,1,2002.0606
NCY18,7.284999999999998,0,0.033509617444444445,9,177.0054,5,28,1,2,3,2101.2648
FDE50,19.7,1,0.017571097777777777,3,188.2556,6,9,2,1,1,3379.6008
FDT02,12.599999999999998,0,0.021207563250000002,4,34.4874,6,9,2,1,1,494.0236
FDI34,10.65,1,0.0923093178888889,13,230.2668,7,11,2,1,1,5759.17
FDO15,16.75,1,0.009793372199999999,10,73.2038,6,9,2,1,1,1404.1722
DRI39,13.799999999999999,0,0.10440908822222224,4,55.393,3,4,1,2,2,1018.674
NCO14,9.6,0,0.0338892153,9,43.6086,1,26,0,2,1,624.5204
NCN19,13.099999999999998,0,0.011774634333333334,11,189.253,8,16,2,0,1,1518.024
DRJ25,14.599999999999998,0,0.16196453600000002,14,47.5692,7,11,2,1,1,1379.5376
FDE10,6.670000000000001,1,0.08674685777777777,13,130.5626,3,4,1,2,2,1180.4634
FDQ08,15.700000000000001,1,0.021641396,6,59.4536,8,16,2,0,1,857.5504
NCQ43,17.75,0,0.10493773619999999,11,107.7912,1,26,0,2,1,982.7208
FDY57,20.2,1,0.12136713775,13,97.3752,1,26,0,2,1,958.752
FDQ34,10.849999999999998,0,0.17591281666666667,13,107.4622,2,6,2,1,1,1693.7952
NCG19,20.25,0,0.148071310125,9,232.7616,9,14,1,0,1,1874.8928
FDI33,16.5,0,0.028445277875,13,90.2146,5,28,1,2,3,3648.5840000000003
FDW27,5.86,1,0.14670758166666664,10,156.0314,8,16,2,0,1,2016.7082
FDH04,6.115000000000001,1,0.0130017124,5,92.4488,2,6,2,1,1,1358.2320000000002
FDZ39,19.7,1,0.01938913166666667,10,104.499,8,16,2,0,1,1031.99
NCK19,9.799999999999999,0,0.0973133251111111,11,194.5478,6,9,2,1,1,774.9912
FDY20,12.5,1,0.08864106488888888,6,89.0488,8,16,2,0,1,1267.6832
FDN39,19.349999999999998,1,0.04861971966666666,10,166.0816,0,15,2,2,0,671.1264
NCY41,16.75,0,0.086581832,8,34.5532,8,16,2,0,1,323.5788
NCN14,19.099999999999998,0,0.09589733930000001,11,182.7608,8,16,2,0,1,1837.608
FDR07,21.349999999999998,0,0.08887772969999999,6,96.2094,0,15,2,2,0,190.4188
FDW49,19.5,0,0.0861065827,3,179.2002,1,26,0,2,1,2865.6032
FDN23,6.575000000000001,1,0.0755780645,1,146.4444,8,16,2,0,1,1596.5884
FDS33,6.670000000000001,1,0.10805243070000001,13,88.9514,2,6,2,1,1,2125.2336
FDY36,12.299999999999999,0,0.0107582231,0,74.83800000000001,9,14,1,0,1,1537.9979999999998
FDH20,16.099999999999998,1,0.02404980188888889,6,97.84100000000001,7,11,2,1,1,1255.0330000000001
FDR15,9.299999999999999,1,0.0382266956,10,155.8314,4,28,2,0,0,310.2628
NCP50,17.349999999999998,0,0.019998439444444446,11,80.6618,2,6,2,1,1,1208.427
FDS40,15.349999999999998,0,0.014625192299999997,5,35.219,0,15,2,2,0,36.619
FDG38,8.975,1,0.050837747999999995,3,86.4224,8,16,2,0,1,1022.6688
NCO18,13.150000000000002,0,0.028181613800000005,9,178.2686,1,26,0,2,1,2666.5290000000005
NCO54,19.5,0,0.0163185341,9,55.6614,8,16,2,0,1,718.3982
NCW18,15.099999999999998,0,0.044503606875,9,238.1248,6,9,2,1,1,4266.4464
FDB36,5.464999999999999,1,0.030340533875000006,0,132.9626,6,9,2,1,1,2360.9268
FDJ45,17.75,0,0.07959605855555557,12,34.2216,1,26,0,2,1,934.7832
FDP60,17.349999999999998,0,0.041997015250000005,0,100.3016,5,28,1,2,3,2833.6448
DRD12,6.96,0,0.074149546375,14,92.7146,1,26,0,2,1,1733.0774
FDR47,17.849999999999998,0,0.0853547126,1,196.0794,3,4,1,2,2,1755.7146
FDJ10,5.095,1,0.1480500761,13,142.4838,3,4,1,2,2,561.9352
DRC25,5.73,0,0.047354412,14,87.0882,1,26,0,2,1,1803.6522
NCW54,7.5,0,0.08272372542857144,9,57.8588,1,26,0,2,1,1145.1760000000002
FDA26,7.855000000000002,1,0.07743610455555555,4,218.6482,1,26,0,2,1,3723.8194
DRF01,5.655,0,0.182645686,14,146.9102,6,9,2,1,1,1895.5326
NCZ17,12.150000000000002,0,0.07656846355555556,8,37.6506,0,15,2,2,0,37.9506
FDK46,9.6,0,0.04967224899999999,13,258.362,0,15,2,2,0,259.66200000000003
NCU41,18.849999999999998,0,0.05599504433333333,8,190.3846,1,26,0,2,1,3630.6074
FDV20,20.2,1,0.062351684100000006,6,127.4678,6,9,2,1,1,3560.6984
FDT15,12.150000000000002,1,0.0487940059,10,182.295,0,15,2,2,0,549.285
DRI25,19.599999999999998,0,0.036467570111111104,14,56.4614,9,14,1,0,1,773.6596
FDA40,16.0,1,0.09573291744444445,5,88.5856,8,16,2,0,1,878.8560000000001
FDZ15,13.099999999999998,0,0.020310733444444444,4,117.5782,5,28,1,2,3,2741.0986
FDM13,6.424999999999999,0,0.06795730477777778,2,132.2626,6,9,2,1,1,2098.6016
NCM05,6.825000000000001,0,0.0684177497,8,262.5226,8,16,2,0,1,9779.9362
FDD38,16.75,1,0.008549672300000002,3,103.7674,4,28,2,0,0,203.7348
DRI01,7.97,0,0.029381254,14,172.1422,0,15,2,2,0,517.3266
DRG13,17.25,0,0.04034332962500001,14,166.4526,1,26,0,2,1,3782.4098
NCT30,9.1,0,0.09179175360000001,9,48.8718,9,14,1,0,1,425.4462
NCG42,19.2,0,0.039758360333333326,9,129.83100000000002,8,16,2,0,1,1947.465
FDB14,20.25,1,0.09944953190000001,3,91.31200000000001,5,28,1,2,3,3075.9959999999996
FDO27,6.174999999999999,1,0.18677936150000002,10,95.7752,5,28,1,2,3,3930.8832
FDC14,14.5,1,0.0430147026,3,41.4454,0,15,2,2,0,41.9454
FDB49,8.299999999999999,1,0.031596274111111114,0,98.5384,4,28,2,0,0,591.2304
FDZ23,17.75,1,0.0771699764,0,188.024,9,14,1,0,1,2796.36
FDJ52,7.144999999999998,0,0.017803425624999997,5,160.6578,2,6,2,1,1,1765.0358
FDJ56,8.985,0,0.1988561461111111,6,99.67,2,6,2,1,1,3295.71
NCR54,16.349999999999998,0,0.08813219655555556,9,196.81099999999998,2,6,2,1,1,3338.987
DRF01,5.655,0,0.182645686,14,147.5102,8,16,2,0,1,1166.4816
DRK12,9.5,0,0.03726694955555556,14,32.49,9,14,1,0,1,865.54
FDL58,5.78,1,0.07731122380000001,13,264.9568,1,26,0,2,1,6855.0768
FDD44,8.049999999999999,1,0.068681562125,6,257.5646,1,26,0,2,1,5153.292
FDT50,6.75,1,0.11289932529999999,4,95.6752,3,4,1,2,2,1246.3776
DRM23,16.599999999999998,0,0.13099894133333334,7,173.3422,2,6,2,1,1,4138.6128
NCM31,6.095,0,0.07832255655555556,11,141.9154,7,11,2,1,1,2694.4926
FDY21,15.099999999999998,0,0.1519549118,13,197.21099999999998,0,15,2,2,0,196.41099999999997
FDR22,19.349999999999998,1,0.019967677333333333,13,112.9544,9,14,1,0,1,1342.2528
NCV06,11.299999999999999,0,0.0583912773,9,192.0478,3,4,1,2,2,3099.9648
FDR45,10.799999999999999,0,0.02793376788888889,13,240.5222,2,6,2,1,1,4541.4218
FDH60,19.7,1,0.06956604933333334,0,194.41099999999997,9,14,1,0,1,5106.686
FDR08,18.7,0,0.03648998025,6,113.1886,4,28,2,0,0,111.1886
FDA47,10.5,1,0.113514422,0,164.12099999999998,3,4,1,2,2,1794.3310000000001
FDS37,7.655,0,0.03436289555555556,3,114.3492,9,14,1,0,1,1853.5872
FDF12,8.235,0,0.08250460425,0,146.5076,3,4,1,2,2,1625.8836
FDP24,20.599999999999998,0,0.08928696977777778,0,119.4756,8,16,2,0,1,1090.5804
FDU20,19.349999999999998,1,0.024530518299999998,6,122.1098,9,14,1,0,1,2892.2352
FDW44,9.5,1,0.03781194322222222,6,170.2448,0,15,2,2,0,170.4448
FDY39,5.305,1,0.0490836461,10,183.5608,0,15,2,2,0,551.2824
DRD37,9.799999999999999,0,0.013351790444444444,14,47.406000000000006,7,11,2,1,1,978.7260000000001
FDZ35,9.6,1,0.021676376444444447,1,101.699,6,9,2,1,1,2992.7709999999997
FDB50,13.0,0,0.16656212222222222,3,79.6986,8,16,2,0,1,1480.0734
FDY10,17.599999999999998,0,0.053202226666666665,13,113.0176,3,4,1,2,2,2862.94
FDK41,14.299999999999999,0,0.14580716100000002,5,83.4224,2,6,2,1,1,681.7792
FDL24,10.299999999999999,1,0.024919770625,0,172.3422,7,11,2,1,1,5690.5926
FDZ07,15.099999999999998,1,0.08856658660000001,6,62.2194,0,15,2,2,0,185.7582
DRI03,6.03,0,0.0214218487,4,176.7028,2,6,2,1,1,1416.8224
FDW56,7.68,0,0.0810540169,6,192.6162,8,16,2,0,1,5580.0698
FDR20,20.0,1,0.02502216833333333,6,46.8744,7,11,2,1,1,905.488
FDC50,15.849999999999998,0,0.14239877090000003,3,96.3094,8,16,2,0,1,2856.282
NCX05,15.200000000000001,0,0.11096249890000001,8,117.6492,0,15,2,2,0,347.5476
FDU23,12.150000000000002,0,0.020954106,1,164.7184,8,16,2,0,1,3962.8416
FDN45,19.349999999999998,0,0.12704241288888887,13,222.6088,6,9,2,1,1,6040.1376
FDQ51,16.0,1,0.014964529444444446,10,45.4718,5,28,1,2,3,1323.6104
FDH21,10.394999999999998,0,0.0356967931,12,157.5604,5,28,1,2,3,5704.5744
DRZ11,8.85,1,0.11276984812500003,14,125.1388,2,6,2,1,1,1114.5492
NCI43,19.849999999999998,0,0.025992885499999997,9,49.5376,8,16,2,0,1,1006.6896
DRF03,19.099999999999998,0,0.04873767388888888,4,38.8138,7,11,2,1,1,690.4346
NCF30,17.0,0,0.1443236578,9,125.8362,2,6,2,1,1,2516.724
FDB12,11.150000000000002,1,0.105405712625,0,102.0648,8,16,2,0,1,1038.6480000000001
FDW19,12.349999999999998,1,0.044014123599999996,6,110.757,8,16,2,0,1,1208.427
FDB45,20.849999999999998,0,0.023126993333333335,6,103.3306,7,11,2,1,1,522.653
FDY55,16.75,0,0.05432453144444445,6,255.7988,5,28,1,2,3,9251.9568
FDK40,7.034999999999998,0,0.01701408077777778,5,263.291,0,15,2,2,0,525.982
FDU11,4.785,0,0.10585412680000002,1,122.0098,3,4,1,2,2,2048.6666
FDP33,18.7,0,0.0930934742,13,254.2672,5,28,1,2,3,10993.6896
FDN49,17.25,1,0.13470317822222222,2,40.348,0,15,2,2,0,39.948
FDR15,9.299999999999999,1,0.0382266956,10,153.4314,7,11,2,1,1,2482.1024
FDO38,17.25,0,0.07835251488888889,3,78.8986,7,11,2,1,1,1635.8706
DRC24,17.849999999999998,0,0.026912663555555556,14,153.1998,2,6,2,1,1,3383.5956
NCU17,5.32,0,0.09039766966666667,8,101.6674,5,28,1,2,3,1426.1436
FDK22,9.799999999999999,0,0.028307908125000003,13,217.585,6,9,2,1,1,4327.7
DRP35,18.849999999999998,0,0.09852357233333334,7,127.1336,1,26,0,2,1,3579.3408
NCL29,9.695000000000002,0,0.123583984875,8,158.2604,6,9,2,1,1,2693.8268
FDG53,10.0,0,0.049328018111111115,5,138.118,9,14,1,0,1,1957.4520000000002
DRM23,16.599999999999998,0,0.13099894133333334,7,172.9422,1,26,0,2,1,2931.5174
FDR09,18.25,0,0.0888556539,13,259.6962,6,9,2,1,1,5438.9202
NCJ30,5.82,0,0.08413178340000001,9,170.579,0,15,2,2,0,509.337
FDZ04,9.31,0,0.0408280581111111,5,62.151,8,16,2,0,1,1201.769
FDM10,18.25,0,0.07605243928571429,13,214.0218,7,11,2,1,1,2564.6616
FDR21,19.7,0,0.0765213854,13,178.33700000000002,9,14,1,0,1,1411.496
DRJ49,6.865000000000001,0,0.01225857625,14,127.1652,7,11,2,1,1,1291.652
FDJ15,11.349999999999998,1,0.025287577333333335,4,184.4608,9,14,1,0,1,4042.7376
FDO34,17.7,0,0.032205127,13,169.0816,6,9,2,1,1,5201.2296
NCG30,20.2,0,0.12178515200000001,9,124.6046,5,28,1,2,3,2863.6058
FDS60,20.849999999999998,0,0.0352034675,0,177.86599999999999,8,16,2,0,1,1078.596
FDX57,17.25,1,0.04559653811111111,13,97.0068,8,16,2,0,1,1846.9292
FDS40,15.349999999999998,0,0.014625192299999997,5,38.419000000000004,9,14,1,0,1,476.04699999999997
FDT08,13.650000000000002,0,0.052944032333333335,6,151.805,1,26,0,2,1,2696.49
NCN29,15.200000000000001,0,0.010004942777777777,8,49.1034,0,15,2,2,0,194.4136
FDY27,6.380000000000001,0,0.027934405125000006,4,178.0344,7,11,2,1,1,535.3032
NCR29,7.5649999999999995,0,0.059244793666666656,8,56.293,5,28,1,2,3,2546.685
FDZ02,6.905,1,0.041034948777777774,4,97.2726,0,15,2,2,0,195.7452
FDP40,4.555,1,0.03725202722222222,5,110.1544,4,28,2,0,0,111.8544
FDE11,17.7,1,0.12742662800000001,15,183.9924,5,28,1,2,3,6478.234
DRL35,15.700000000000001,0,0.023892116555555554,7,44.777,1,26,0,2,1,605.878
FDD56,15.200000000000001,1,0.11864051059999998,6,177.0054,6,9,2,1,1,2976.7918
FDO39,6.985,1,0.13359178855555556,10,182.1608,5,28,1,2,3,5880.3456
FDG32,19.849999999999998,0,0.1908245151111111,6,222.0772,4,28,2,0,0,889.5088
FDU50,5.75,1,0.06580565049999999,4,112.9176,5,28,1,2,3,3435.528
FDX24,8.355000000000002,0,0.013128003999999999,0,93.0462,6,9,2,1,1,1110.5544
NCN43,12.150000000000002,0,0.007051840700000001,11,122.17299999999999,1,26,0,2,1,2586.633
FDK34,13.349999999999998,0,0.03714473299999999,13,238.7564,3,4,1,2,2,1906.8512
NCN41,17.0,0,0.0596862742,8,122.37299999999999,8,16,2,0,1,2586.633
FDW16,17.349999999999998,1,0.047413818399999995,5,93.1804,9,14,1,0,1,1378.2060000000001
FDP46,15.349999999999998,0,0.06430449811111111,13,88.383,4,28,2,0,0,89.883
NCD07,9.1,0,0.04158397637499999,9,115.0518,1,26,0,2,1,683.1108
FDG44,6.130000000000001,0,0.08814721600000001,6,54.1298,8,16,2,0,1,1348.245
FDC20,10.65,0,0.0250077592,6,55.4272,4,28,2,0,0,111.8544
FDB23,19.2,1,0.0058289598,15,226.9062,1,26,0,2,1,4514.124
DRK59,8.894999999999998,0,0.06548453350000001,7,233.8616,3,4,1,2,2,937.4464
FDT31,19.75,0,0.014231033199999998,6,188.1872,9,14,1,0,1,2458.1336
FDB15,10.894999999999998,0,0.14716646277777778,4,264.3568,3,4,1,2,2,4745.8224
FDI56,7.325000000000001,0,0.10675924020000001,6,91.0146,5,28,1,2,3,3466.1548
NCQ17,10.299999999999999,0,0.122504696,8,154.463,2,6,2,1,1,2503.408
FDH44,19.099999999999998,1,0.024944120222222223,6,148.2418,2,6,2,1,1,3089.9778
FDP40,4.555,1,0.03725202722222222,5,111.3544,9,14,1,0,1,1342.2528
NCR17,9.799999999999999,0,0.02440602075,8,114.0492,5,28,1,2,3,3938.8728
NCO53,16.2,0,0.153415497625,8,184.0608,2,6,2,1,1,2021.3688
FDG38,8.975,1,0.050837747999999995,3,84.1224,0,15,2,2,0,170.4448
FDO01,21.099999999999998,1,0.023685804499999998,2,128.7994,9,14,1,0,1,1927.491
NCQ43,17.75,0,0.10493773619999999,11,110.2912,7,11,2,1,1,873.5296
FDU47,12.799999999999999,1,0.10930640974999999,1,142.2838,3,4,1,2,2,421.4514
FDZ02,6.905,1,0.041034948777777774,4,98.1726,2,6,2,1,1,587.2356
FDS04,10.195,1,0.14140214444444443,5,141.8838,0,15,2,2,0,280.9676
FDQ31,5.785,1,0.0561750521,6,87.3856,9,14,1,0,1,878.8560000000001
FDT57,15.200000000000001,0,0.020475597666666664,13,236.0248,5,28,1,2,3,6636.6944
FDK50,7.96,0,0.027583729555555558,3,162.4894,1,26,0,2,1,1779.6834
FDB49,8.299999999999999,1,0.031596274111111114,0,98.7384,8,16,2,0,1,492.69199999999995
FDN56,5.46,1,0.1223890048,6,145.5786,7,11,2,1,1,3900.9222
FDU02,13.349999999999998,0,0.111148894,4,228.6352,9,14,1,0,1,3435.528
FDK26,5.46,1,0.033583419999999996,3,185.424,8,16,2,0,1,5219.872
DRA24,19.349999999999998,1,0.04564641850000001,14,165.7868,5,28,1,2,3,4913.604
FDF53,20.75,1,0.083684412,5,180.3318,1,26,0,2,1,4149.9314
NCZ30,6.590000000000002,0,0.0273016635,9,119.0098,9,14,1,0,1,2530.7058
FDF14,7.549999999999999,0,0.0271951145,3,151.934,2,6,2,1,1,1837.608
FDU40,20.849999999999998,0,0.042760651999999996,5,192.7478,7,11,2,1,1,2131.2258
NCL18,18.849999999999998,0,0.18170413355555556,9,192.5136,2,6,2,1,1,2916.204
FDP25,15.200000000000001,0,0.024244678999999998,3,218.4824,3,4,1,2,2,1528.6768
NCV05,10.1,0,0.03501603988888889,8,152.4656,7,11,2,1,1,2934.8464
